symbol,companyName,sector,industry,exchange,ceo,description,website,mktCap,volAvg,beta,price
SPA,Sparton Corporation,Technology,Computer Hardware,New York Stock Exchange,Joseph J. Hartnett,"Sparton Corp is a provider of design, development, and manufacturing services for complex electromechanical devices and engineered products. The Company serves the medical & biotechnology, military & aerospace and industrial & commercial markets.",http://www.sparton.com,185000000.00,160083,0.448063,18.5
SPKEP,Spark Energy Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,Utilities,Utilities - Regulated,Nasdaq Global Select,Nathan Kroeker,Spark Energy Inc provides independent retail energy services. It provides residential and commercial customers across the United States with an alternative choice for their natural gas and electricity.,http://www.sparkenergy.com,3.317392E8,14347,-0.257166,21.32
STRS,Stratus Properties Inc.,Real Estate,Real Estate Services,Nasdaq Global Select,William H. Armstrong,"Stratus Properties Inc is a diversified real estate company which is engaged in the acquisition, entitlement, development, management, operation, and sale of commercial, hotel, entertainment, and residential real estate properties.",http://www.stratusproperties.com,1.35303104E8,11530,0.355817,16.48
TCGP,The Carlyle Group L.P.,Financial Services,Asset Management,Nasdaq Global Select,Kewsong Lee / Glenn Youngkin,"The Carlyle Group LP is a global alternative asset management firm. It operates business across, Corporate Private Equity, Global Credit, Real Assets, and Investment Solutions segments.",http://www.carlyle.com,368800000,62717,0.361119,23.51
TIG,TiGenix,Healthcare,Biotechnology,Nasdaq Global Select,Eduardo Bravo Fernández de Araoz,"TiGenix NV is engaged in developing and commercializing novel therapeutics from its proprietary technology platforms of allogeneic, or donor derived, stem cells.",http://www.tigenix.com,525850000.00,1098,3.781155,40.45
TPGE,TPG Pace Energy Holdings Corp. Class A,Industrials,Conglomerates,New York Stock Exchange,Stephen I. Chazen,"TPG Pace Energy Holdings Corp is a newly organized blank check company formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses.",http://www.tpg.com,1199250000,358443,0.144527,12.36
TVC,Tennessee Valley Authority,,,New York Stock Exchange,,,,1.348725E7,21119,0.211497,25.69
VTN,Invesco Trust for Investment Grade New York Municipals,Financial Services,Asset Management,New York Stock Exchange,Sheri Morris,Invesco Trust For Investment Grade New York Municipals is a closed end management investment company. Its objective is high current income and its secondary objective is capital appreciation.,https://www.invesco.com,2.25552928E8,64565,0.140809,11.58
WIA,Western Asset/Claymore Inflation-Linked Securities & Income Fund of Beneficial Interest,Financial Services,Asset Management,New York Stock Exchange,,Western Asset Claymore Inf-lkd Sec & Inc is a closed end fund. Its objective is to provide a high level of current income and long-term capital appreciation.,https://www.guggenheiminvestments.com,3.19806208E8,144895,0.274873,10.97
VRTS,Virtus Investment Partners Inc.,Financial Services,Asset Management,Nasdaq Global Select,George R. Aylward,"Virtus Investment Partners Inc provides investment management and related services to individuals and institutions. Its retail products include open-end mutual funds, closed-end funds, exchange traded funds, and variable insurance funds.",http://www.virtus.com,7.1567315E8,84160,1.603709,93.0
FTRPR,Frontier Communications Corporation 11.125% Series A Mandatory Convertible Preferred Stock,Communication Services,Communication Services,Nasdaq Global Select,Daniel Mccarthy,"Frontier Communications Corp is a communication company providing phone, Internet, and other data transport services to residential and business customers. It offers a variety of services and products on a standalone basis and as packaged solutions.",http://www.frontier.com,0,389640,0.034429,9.67
FWP,Forward Pharma A/S,Healthcare,Biotechnology,Nasdaq Global Select,Claus Bo Svendsen,"Forward Pharma A/S is a Danish biopharmaceutical company preparing to initiate a clinical trial using FP187, a proprietary formulation of dimethyl fumarate, or DMF, for the treatment of multiple sclerosis, or MS, patients.",http://www.forward-pharma.com,4.719738E7,37357,2.140809,6.95
YORW,The York Water Company,Utilities,Utilities - Regulated,Nasdaq Global Select,,The York Water Co is an investor-owned water utility in the United States. The Company also operates two wastewater collection and treatment systems.,http://www.yorkwater.com,5.2808752E8,53125,0.225126,40.57
SENEA,Seneca Foods Corp. Class A Common Stock,Consumer Defensive,Consumer Packaged Goods,Nasdaq Global Select,Kraig H. Kayser,"Seneca Foods Corp is produces & distributes processed fruits & vegetables. Its products include canned, frozen & bottled produce and snack chips. Its products are sold under private label as well as national & regional brands.",http://www.senecafoods.com,3.45237248E8,33376,1.078414,37.67
TI,Telecom Italia S.P.A. New,Communication Services,Communication Services,New York Stock Exchange,Flavio Cattaneo,Telecom Italia SpA is engaged in the communications sector. It specializes in providing fixed and mobile national and international telecommunications services.,http://www.telecomitalia.com,88160636127.86,200034,0.686082,5.05
BMTC,Bryn Mawr Bank Corporation,Financial Services,Banks,Nasdaq Global Select,Francis J. Leto,"Bryn Mawr Bank Corp, through Bryn Mawr Trust Company, offers personal and business banking services, consumer and commercial loans, equipment leasing, mortgages, insurance and wealth management services.",http://www.bmtc.com,5.5740358E8,74453,0.749578,27.98
EBAYL,eBay Inc. 6.0% Notes Due 2056,Consumer Cyclical,Retail - Apparel & Specialty,Nasdaq Global Select,Devin N. Wenig,"eBay Inc is a commerce platform and provides online marketplace for sale of goods. Its marketplace platforms include its online marketplace located at www.ebay.com, its localized counterparts and the eBay mobile apps.",http://www.ebay.com,2.79792005E10,89474,0.113591,26.1
CRVL,CorVel Corp.,Financial Services,Brokers & Exchanges,Nasdaq Global Select,V. Gordon Clemons,"CorVel Corp provides case management, claims administration, and medical bill review services to payors to administer, manage and control the cost of workers compensation and other healthcare benefits.",http://www.corvel.com,9.2913318E8,65773,0.685497,51.32
BBU,Brookfield Business Partners L.P. Limited Partnership Units,Real Estate,Real Estate Services,New York Stock Exchange,Cyrus Madon,"Brookfield Business Partners LP are business services and industrial company focused on owning & operating businesses. Its principal business service operations include construction services, residential real estate services and facilities management.",http://www.bbu.brookfield.com,2.4272873E9,54768,1.450137,30.49
SNHNI,Senior Housing Properties Trust 5.625% Senior Notes due 2042,Real Estate,REITs,Nasdaq Global Select,,"Senior Housing Properties Trust is a real estate investment trust. It owns and operates independent living and assisted living communities, continuing care retirement communities and nursing homes.",http://www.snhreit.com,5.8795853E9,24500,0.233887,24.75
MSB,Mesabi Trust,Financial Services,Asset Management,New York Stock Exchange,,"Mesabi Trust operates as royalty trust in the United States, which produces iron ore pellets.",http://www.mesabi-trust.com,1.79088E8,95495,0.70489,13.65
NRCIA,National Research Corporation Class A Common Stock,Healthcare,Medical Diagnostics & Research,Nasdaq Global Select,Michael D. Hays,National Research Corp provides analytics and insights that improves measurement and improvement of the patient and employee experience. Its subscription-based solutions provide actionable information and analysis to healthcare organizations.,http://www.nationalresearch.com,235550000.00,21586,1.666369,33.65
BH,Biglari Holdings Inc.,Consumer Cyclical,Restaurants,New York Stock Exchange,Sardar Biglari,"Biglari Holdings Inc owns subsidiaries engaged in business activities, including media, property and casualty insurance, and restaurants. It is primarily involved in franchising and operating of restaurants.",http://www.biglariholdings.com,2.08898624E8,17642,0.885686,67.0
NCA,Nuveen California Municipal Value Fund Inc.,Financial Services,Asset Management,New York Stock Exchange,,Nuveen CA Muni Value Fund operates as a investment management company. It seeks to provide current income exempt from California state income taxes and alternative minimum taxes by investing in portfolio of municipal obligations.,http://www.nuveen.com,2.696736E8,57711,0.059021,9.6
FNLC,First Bancorp Inc (ME),Financial Services,Banks,Nasdaq Global Select,,"First Bancorp Inc is a Damariscotta based bank holding company of The First National Bank of Damariscotta providing a range of retail and commercial banking services including deposit accounts and consumer, commercial and mortgage loans.",http://www.thefirstbancorp.com,2.31520976E8,18460,0.645025,21.2
AMNB,American National Bankshares Inc.,Financial Services,Banks,Nasdaq Global Select,Jeffrey V. Haley,American National Bankshares Inc is a one-bank holding company which provides community banking which making loans to and generating deposits from individuals and Trust and investment services to its customers.,http://www.amnb.com,2.78649216E8,30349,1.086003,25.43
CHA,China Telecom Corp Ltd ADS,Communication Services,Communication Services,New York Stock Exchange,Yang Jie,"China Telecom Corp Ltd offers a range of wireline and mobile telecommunications services including wireline voice, mobile voice, the Internet, telecommunications network resource services, value-added services, and other related services.",http://www.chinatelecom-h.com,2.73418772E10,123780,0.901045,32.95
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,Consumer Defensive,Consumer Packaged Goods,Nasdaq Global Select,,"CHS Inc is engaged in providing grain, foods, and energy resources to businesses and consumers. Its segments include Energy, Agriculture, Corporate and Others.",https://www.chsinc.com,498560000,45606,0.288168,25.18
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077,,,New York Stock Exchange,,,,2.44688832E8,23265,0.120605,26.42
WPXP,WPX Energy Inc. 6.25% Series A Mandatory Convertible Preferred Stock,Energy,Oil & Gas - E&P,New York Stock Exchange,Richard E. Muncrief,"Wpx Energy Inc, based in the United States, is an oil & gas producer. It also offers natural gas on a nominal basis.",http://www.wpxenergy.com,0,20392,2.487251,76.37
GLF,GulfMark Offshore Inc.,Energy,Oil & Gas - Services,NYSE American,,GulfMark Offshore Inc provides offshore marine support and transportation services to companies involved in the offshore exploration and production of oil and natural gas.,http://www.gulfmark.com,706750000.00,16997,0.660641,28.27
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,Consumer Defensive,Consumer Packaged Goods,Nasdaq Global Select,,"CHS Inc is engaged in providing grain, foods, and energy resources to businesses and consumers. Its segments include Energy, Agriculture, Corporate and Others.",https://www.chsinc.com,454608000,32142,0.302953,25.83
HBANO,Huntington Bancshares Incorporated Depositary Shares,Financial Services,Banks,Nasdaq Global Select,Stephen D. Steinour,"Huntington Bancshares Inc is a multi-state financial holding company. It provides full-service commercial, small business, consumer, and mortgage banking services, as well as automobile financing, investment management services, and among others.",http://www.huntington.com,1.32583424E10,71533,1.467959,25.53
CFFI,C&F Financial Corporation,Financial Services,Banks,Nasdaq Global Select,Larry G. Dillon,"C&F Financial Corp through its subsidiaries offers banking and related financial services to both individuals and businesses. It operates in three business activities: Retail Banking, Mortgage Banking and Consumer Finance.",http://www.cffc.com,1.25878768E8,9585,0.645868,34.5
ALX,Alexander's Inc.,Real Estate,REITs,New York Stock Exchange,Steven Roth,"Alexander's Inc is a real estate investment trust which leases, manages, and develops properties. The company's portfolio comprises retail and office properties located in metropolitan and suburban areas of New York City.",http://www.alx-inc.com,1.56420966E9,13455,0.353288,306.27
ISG,ING Group N.V. Perpetual Dent Secs 6.125%,Financial Services,Banks,New York Stock Exchange,Ralph A.J.G. Hamers,ING Groep NV operates in the financial services domain. Its key areas of operation include retail and commercial banking.,http://www.ing.com,9.653479E10,63054,0.084341,24.85
SHBI,Shore Bancshares Inc,Financial Services,Banks,Nasdaq Global Select,Lloyd L. Beatty,"Shore Bancshares Inc is a financial holding company. It offers personalized banking, insurance and investment services to families and businesses in the Mid-Atlantic region.",http://www.shorebancshares.com,1.26823552E8,28587,0.571669,10.13
VIA,Viacom Inc.,Consumer Cyclical,Entertainment,Nasdaq Global Select,,"Viacom Inc is a global media company. It creates compelling television programs, motion pictures, short-form content, applications and games. Its brands include MTV, VH1, CMT, Logo, BET, Nickelodeon, Comedy central, TV Land, SPIKE, Tr3s, and VIVA.",http://www.viacom.com,9.8639401E9,505628,1.442901,26.11
WIRE,Encore Wire Corporation,Technology,Computer Hardware,Nasdaq Global Select,Daniel L. Jones,"Encore Wire Corp is engaged in manufacturing electrical building wire and cable. It supplies building wire for interior electrical wiring in commercial and industrial buildings, homes, apartments, and manufactured housing.",http://www.encorewire.com,9.3525715E8,147420,1.485666,45.37
CLPR,Clipper Realty Inc.,Real Estate,REITs,New York Stock Exchange,,"Clipper Realty Inc is a self-administered and self-managed real estate company that acquires, owns, manages, operates and repositions multi-family residential and commercial properties in the New York metropolitan area.",http://www.clipperrealty.com,9.103312E7,61928,0.018253,5.11
GBL,Gamco Investors Inc.,Financial Services,Asset Management,New York Stock Exchange,Mario J. Gabelli,"GAMCO Investors Inc provides asset-management services for individual and institutional investors. Through its subsidiaries, it manages separate accounts; Gabelli Funds, and Gabelli Securities. The company's product mix is more inclined towards equities.",http://www.gabelli.com,3.18445344E8,22090,1.706576,11.49
ATRI,Atrion Corporation,Healthcare,Medical Instruments & Equipment,Nasdaq Global Select,David A. Battat,Atrion Corp supplies medical devices and related components. The company makes various products such as fluid delivery devices and sells it worldwide. It aims to serve the patients with heart disease and eye problems.,http://www.atrioncorp.com,1.16676198E9,8017,0.136593,633.91
OMP,Oasis Midstream Partners LP Representing Limited Partner Interests,Energy,Oil & Gas - Midstream,New York Stock Exchange,Taylor Reid,"Oasis Midstream Partners LP owns, develops, operates and acquires a diversified portfolio of midstream assets in North America that are integral to the oil and natural gas operations of Oasis Petroleum.",http://www.oasismidstream.com,1.91034416E8,301161,1.613005,5.65
AE,Adams Resources & Energy Inc.,Energy,Oil & Gas - Refining & Marketing,NYSE American,,"Adams Resources & Energy Inc along with its subsidiaries is engaged in marketing of crude oil, natural gas and petroleum products; tank truck transportation of liquid chemicals; and oil and gas exploration and production.",http://www.adamsresources.com,1.16477072E8,7426,0.804384,27.5
AFT,Apollo Senior Floating Rate Fund Inc.,Financial Services,Asset Management,New York Stock Exchange,Joseph Moroney,"Apollo Senior Floating Rate Fund is a non-diversified, closed-end management investment company. Its investment objective is to seek current income and preservation of capital by investing in senior, secured loans.",http://www.agmfunds.com,1.79713568E8,100255,0.420741,11.54
AMBCW,Ambac Financial Group Inc. Warrants,Financial Services,Insurance - Specialty,Nasdaq Global Select,Claude L LeBlanc,Ambac Financial Group Inc through its subsidiaries provides insurance and other financial services. The company's Financial Guarantee segment offers insurance policies and credit derivative contracts.,http://www.ambac.com,4.4293568E8,1702,1.044688,9.77
AMSF,AMERISAFE Inc.,Financial Services,Insurance - Property & Casualty,Nasdaq Global Select,G. Janelle Frost,"AMERISAFE Inc is a specialty provider of workers' compensation insurance to employers engaged in hazardous industries, mainly construction, trucking, manufacturing, oil and gas and agriculture.",http://www.amerisafe.com,1.20641254E9,122177,0.561551,62.5
ASPN,Aspen Aerogels Inc.,Basic Materials,Building Materials,New York Stock Exchange,Donald R. Young,"Aspen Aerogels Inc is an energy technology company that designs, develops and manufactures high-performance aerogel insulation used in energy infrastructure and construction facilities.",http://www.aerogel.com,1.61428624E8,125403,2.166947,6.07
BCRH,Blue Capital Reinsurance Holdings Ltd.,Financial Services,Insurance - Specialty,New York Stock Exchange,Michael J. McGuire,Blue Capital Reinsurance Holdings Ltd is a reinsurance holding company. The company through its subsidiaries provides collateralized reinsurance in the property catastrophe market and invests in insurance-linked securities.,http://ir-bcrh.bluecapital.bm,5.896652E7,50924,0.678752,6.72
BDXA,Becton Dickinson and Company Depositary Shares each Representing a 1/20th Interest in a Share of 6.125% Mandatory Convertible Preferred Stock Series A $1.00 par,Healthcare,Medical Instruments & Equipment,New York Stock Exchange,,"Becton, Dickinson and Co is a healthcare company. It manufacture and sales medical supplies, devices, laboratory equipment and diagnostic products. It operates in two segments BD Medical and BD Life Sciences.",http://www.bd.com,6.4578707E10,1064312,1.115472,59.24
BFY,BlackRock New York Municipal Income Trust II,Financial Services,Asset Management,NYSE American,John M. Perlowski,Blackrock New York Muni Income Tr II is a perpetual closed-end municipal bond fund. Its objective is to provide current income exempt from regular Federal income taxes and and New York State and New York City personal income taxes.,http://www.blackrock.com,6.2611552E7,20336,0.05059,12.51
BKT,BlackRock Income Trust Inc. (The),Financial Services,Asset Management,New York Stock Exchange,John M. Perlowski,Blackrock Income Trust Inc is a diversified investment fund with an investment objective to manage a portfolio of high-quality securities to achieve both preservation of capital and high monthly income.,http://www.blackrock.com,3.85334496E8,427100,0.061551,6.04
BNY,BlackRock New York Municipal Income Trust,Financial Services,Asset Management,New York Stock Exchange,John M. Perlowski,Blackrock NY Municipal Income Tr has an investment objective to provide current income exempt from regular U.S. federal income tax and New York State and New York City personal income taxes.,http://www.blackrock.com,1.63498864E8,38331,0.007588,12.6
BSET,Bassett Furniture Industries Incorporated,Consumer Cyclical,Manufacturing - Apparel & Furniture,Nasdaq Global Select,Robert H. Spilman,"Bassett Furniture Industries Inc is a manufacturer, importer and retailer of mid-priced home furnishings. The company's business segments are Wholesale, Retail and Logistical services.",http://www.bassettfurniture.com,6.3189792E7,98009,0.707419,6.33
BYM,Blackrock Municipal Income Quality Trust of Beneficial Interest,Financial Services,Asset Management,New York Stock Exchange,John M. Perlowski,"Blackrock Municipal Income Quality Trust is a closed-end municipal bond fund. Its investment objective is to provide current income exempt from U.S. federal income taxes, including the alternative minimum tax.",https://www.blackrock.com,3.43017824E8,76479,0.097807,12.99
CASS,Cass Information Systems Inc,Industrials,Business Services,Nasdaq Global Select,Eric H. Brunngraber,"Cass Information Systems Inc provides payment and information processing services to large manufacturing, distribution and retail enterprises across the United States.",http://www.cassinfo.com,5.5114752E8,73112,0.587689,37.99
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,Consumer Defensive,Consumer Packaged Goods,Nasdaq Global Select,,"CHS Inc is engaged in providing grain, foods, and energy resources to businesses and consumers. Its segments include Energy, Agriculture, Corporate and Others.",https://www.chsinc.com,0.00,54955,0.270506,25.895
CMTA,Clementia Pharmaceuticals Inc.,Healthcare,Biotechnology,Nasdaq Global Select,Clarissa Desjardins,Clementia Pharmaceuticals Inc is a clinical stage biopharmaceutical company. It is engaged in developing new treatments for people with ultra-rare bone disorders and other diseases.,http://www.clementiapharma.com,395400000.00,83539,0.595346,26.36
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five),Basic Materials,Building Materials,New York Stock Exchange,Humberto Reynaldo Nadal Del Carpio,"Cementos Pacasmayo SAA is a cement manufacturer in the northern region of Peru. It produces, distributes & sells cement and cement-related materials, such as concrete blocks and ready-mix concrete.",http://www.cementospacasmayo.com.pe,5.17581376E8,5547,0.758395,6.045
CTS,CTS Corporation,Technology,Computer Hardware,New York Stock Exchange,Kieran O'Sullivan,"CTS Corp is a designer and manufacturer of electronic components and actuators to OEMs in the automotive, communications, medical, defense and aerospace, industrial and computer markets. The company manufactures products in North America, Europe and Asia.",http://www.ctscorp.com,7.2440826E8,149361,1.269814,22.39
CTU,Qwest Corporation 7.00% Notes due 2025,,,New York Stock Exchange,,,,758100000.00,39694,-0.127187,25.27
CTW,Qwest Corporation 7.50% Notes due 2051,,,New York Stock Exchange,,,,10075370000.00,20026,-0.035657,25.32
CTY,Qwest Corporation 6.125% Notes due 2053,,,New York Stock Exchange,,,,0,86241,0.407608,22.17
CULP,Culp Inc.,Consumer Cyclical,Homebuilding & Construction,New York Stock Exchange,Franklin N. Saxon,"Culp Inc manufacturers, sources, and markets mattress fabrics and sewn covers used for covering mattresses & box springs and upholstery fabrics including cut and sewn kits used in production of upholstered furniture.",http://www.culp.com,8.4816104E7,75911,0.626475,6.91
DLA,Delta Apparel Inc.,Consumer Cyclical,Manufacturing - Apparel & Furniture,NYSE American,Robert W. Humphreys,"Delta Apparel Inc is an international apparel design, marketing, manufacturing and sourcing company that offers a diverse portfolio of lifestyle basics and branded activewear apparel, headwear and related accessory products.",http://www.deltaapparelinc.com,9.0645E7,34601,0.263912,12.97
DTV,DTE Energy Company 2016 Corporate Units,Utilities,Utilities - Regulated,New York Stock Exchange,Gerard M. Anderson,DTE Energy Co operates in the utilities sector. The company mainly involves in the business of power generation. It also provides natural gas distribution services.,http://www.dteenergy.com,0,183566,0.14531,56.8
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,,,New York Stock Exchange,,,,2.36946534E10,26992,-0.036602,26.14
EAE,Entergy Arkansas Inc. First Mortgage Bonds 4.75% Series due June 1 2063,Utilities,Utilities - Regulated,New York Stock Exchange,,Entergy Corporation is a Fortune 500 integrated energy Company engaged primarily in electric power production and retail distribution operations.,http://www.entergy-arkansas.com,1.18625011E9,13571,0.111871,25.25
EBTC,Enterprise Bancorp Inc,Financial Services,Banks,Nasdaq Global Select,John P. Clancy,"Enterprise Bancorp Inc is an American banking service provider. It specializes in savings and cooperative banking products such as commercial and consumer loan products, deposit products and cash management services.",http://www.enterprisebanking.com,2.7613632E8,16552,0.835581,23.21
EGF,Blackrock Enhanced Government Fund Inc.,Financial Services,Asset Management,New York Stock Exchange,John M. Perlowski,Blackrock Enhanced Government Fund Inc is a diversified closed-end management investment company. Its investment objective is to provide shareholders with current income and gains.,http://www.blackrock.com,6.1554872E7,12238,0.041315,13.0
EMCI,EMC Insurance Group Inc.,Financial Services,Insurance - Property & Casualty,Nasdaq Global Select,Bruce G. Kelley,EMC Insurance Group Inc is a non-life insurance service provider. Its key product is property and casualty insurance. It is also involved in the reinsurance business.,http://www.emcins.com,776210684.72,20462,0.498128,36.02
EMP,Entergy Mississippi Inc. First Mortgage Bonds 4.90% Series Due October 1 2066,,,New York Stock Exchange,,,,2.22205472E8,8297300,0.295291,25.64
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,Utilities,Utilities - Regulated,New York Stock Exchange,,,http://www.entergy-neworleans.com,2.1595904E8,2642,0.049516,25.6
ESP,Espey Mfg. & Electronics Corp.,Technology,Computer Hardware,NYSE American,Patrick Enright,"Espey Manufacturing & Electronics Corp is a power electronics design & original equipment manufacturing company. It manufactures electronic equipment including filters, power transformers, magnetic components used in military and industrial applications.",http://www.espey.com,4.5007308E7,1950,0.152613,18.745
EVY,Eaton Vance New York Municipal Income Trust Shares of Beneficial Interest,Financial Services,Asset Management,NYSE American,,Eaton Vance NY Muni Income Trust is a non-diversified closed-end investment company. The Company's investment objective is to provide current income exempt from regular federal income tax and taxes in its specified state.,http://www.funds.eatonvance.com,6.4011688E7,14742,0.04806,11.85
FCT,First Trust Senior Floating Rate Income Fund II of Beneficial Interest,Financial Services,Asset Management,New York Stock Exchange,James M. Dykas,"First Trust Senior Floating Rate Income Fund II, formerly First Trust 4 Crnrs Snr Fltg Rt Inc, II is a closed end fund with primary objective to seek a high level of current income.",https://www.ftportfolios.com,2.71241504E8,151620,0.403035,10.16
FDUSL,Fidus Investment Corporation 5.875% Notes due 2023,,,Nasdaq Global Select,,,,5.9340973E8,7102,-0.030097,21.06
FLC,Flaherty & Crumrine Total Return Fund Inc,Financial Services,Asset Management,New York Stock Exchange,R. Eric Chadwick,Flaherty & Crumrine Total Return Fund Inc is an investment fund. The Fund's investment objective is to provide its common shareholders with high current income. The Fund's secondary investment objective is capital appreciation.,http://flahertyfunds.com,1.8654408E8,73007,0.055649,18.68
FNBG,FNB Bancorp,Financial Services,Banks,Nasdaq Global Select,Thomas C. Mcgraw,"FNB Bancorp along with its subsidiary provides traditional banking services to individuals and businesses in its main service area, including business financial products with services such as courier, banking and business Internet banking.",http://www.fnbnorcal.com,302320000.00,14043,0.296123,37.79
FRA,Blackrock Floating Rate Income Strategies Fund Inc,Financial Services,Asset Management,New York Stock Exchange,John M. Perlowski,"Blackrock Floating Rate Inc Stra Fd Inc investment objective is to provide shareholders with high current income & preservation of capital with investment in a diversified, leveraged portfolio consisting of floating rate debt securities and instruments.",http://www.blackrock.com,3.82389312E8,320741,0.420741,10.65
FSTR,L.B. Foster Company,Industrials,Transportation & Logistics,Nasdaq Global Select,Robert P. Bauer,"L.B. Foster Co manufactures, fabricates and distributes products and services for the rail, construction, energy and utility markets.",http://www.lbfoster.com,1.48070896E8,41141,1.783305,13.83
FT,Franklin Universal Trust,Financial Services,Asset Management,New York Stock Exchange,,"Franklin Universal Trust is a closed-end management investment company. The fund's primary investment objective is to provide high, current income consistent with preservation of capital.",http://www.franklintempleton.com,1.6034152E8,97773,0.42833,6.38
GDL,GDL Fund The of Beneficial Interest,Financial Services,Asset Management,New York Stock Exchange,,"GDL Fund is a non-diversified, closed-end management investment company. The Company's primary investment objective is to achieve absolute returns in various market conditions without excessive risk of capital.",http://www.gabelli.com,1.21437144E8,56274,0.200121,7.85
GEK,General Electric Capital Corporation 4.70% Notes due May 16 2053,Financial Services,Credit Services,New York Stock Exchange,,"General Electric Capital Corp provides financial products and services. Its operating segments include commercial lending and leasing, consumer, real estate, energy financial services and GE Capital Aviation services.",http://www.ge.com,0,71721,-0.038385,24.5
GFA,Gafisa SA S.A. American Depositary Shares,Consumer Cyclical,Homebuilding & Construction,New York Stock Exchange,Sandro Rogerio da Silva Gamba,Gafisa SA is one of the largest homebuilder in Brazil. The company is focused on upper and middle-income condos that are constructed mostly in the country's urban centers.,http://www.gafisa.com.br,122250000.00,48651,1.456116,8.15
GGM,Guggenheim Credit Allocation Fund of Beneficial Interest,Financial Services,Asset Management,New York Stock Exchange,Donald C. Cacciapaglia,"Guggenheim Credit Allocation Fund is a diversified, closed-end management investment company. The Fund's investment objective is to seek total return through a combination of current income and capital appreciation.",https://www.guggenheiminvestments.com,1.3641696E8,61498,0.682813,15.91
GGT,Gabelli Multi-Media Trust Inc. (The),Financial Services,Asset Management,New York Stock Exchange,,"Gabelli Multimedia Trust Inc is a closed-end, non-diversified management investment company seeking investment interest in long-term growth presented in the telecommunications, media, publishing and entertainment industries.",http://www.gabelli.com,1.53623744E8,120357,1.297639,6.17
GLQ,Clough Global Equity Fund of Beneficial Interest,Financial Services,Asset Management,NYSE American,Edmund J. Burke,Clough Global Equity Fund is a closed-end management investment company. Its investment objective is to provide a high level of total return.,http://www.cloughglobal.com,1.25163368E8,83873,1.17032,9.46
GNE,Genie Energy Ltd. Class B Stock,Energy,Oil & Gas - E&P,New York Stock Exchange,Michael M Stein,Genie Energy Ltd through its subsidiaries resells electricity and natural gas to residential and small business customers operating in the Mid-Atlantic and Midwestern United States. It also provides brokerage and advisory services to commercial customers.,http://www.genie.com,2.0332704E8,125887,1.414839,7.72
GSBD,Goldman Sachs BDC Inc.,Financial Services,Banks,New York Stock Exchange,Brendan McGovern,"Goldman Sachs BDC Inc is a closed-end management investment company focused on lending to middle-market companies. Its objective is to generate current income, capital appreciation through direct originations of secured debt and second lien debt.",https://www.goldmansachsbdc.com,6.1814451E8,390749,1.003412,15.3
HESM,Hess Midstream Partners LP Representing Limited Partner Interests,Energy,Oil & Gas - Midstream,New York Stock Exchange,,"Hess Midstream Partners LP owns, operates, develops and acquires a diverse set of midstream assets to provide services to Hess and third-party customers. Its segments are Gathering, Processing and Storage and Terminaling and Export.",,4.4647342E9,376160,1.471599,15.7
HNW,Pioneer Diversified High Income Trust of Beneficial Interest,Financial Services,Asset Management,NYSE American,Lisa Jones,Pioneer Diversified High Income Trust is a closed-end investment fund in the United States. Its business involves investing primarily in high yield bonds to earn a high level of current income and capital appreciation.,http://us.pioneerinvestments.com,9.0490768E7,24969,0.483744,10.8596
HTD,John Hancock Tax Advantaged Dividend Income Fund of Beneficial Interest,Financial Services,Asset Management,New York Stock Exchange,,John Hancock Tax-advantaged Div Inc Fd is a closed end fund. Its objective is to provide a high level of current income and long-term capital appreciation.,http://www.jhinvestments.com,6.5901581E8,184742,0.540447,18.62
IBKCP,IBERIABANK Corporation Depositary Shares Representing Series B Fixed to Floating,Financial Services,Banks,Nasdaq Global Select,Daryl G. Byrd,"IBERIABANK Corp provides commercial banking as well as financial services, including retail banking, private banking, and mortgages.",http://www.iberiabank.com,3.37557658E9,5979,1.532883,22.75
IF,Aberdeen Indonesia Fund Inc. (Common Stock,Financial Services,Asset Management,NYSE American,Christian Pittard,"Aberdeen Indonesia Fund, Inc is a closed-end investment company. The fund seeks long-term capital appreciation as a primary objective and income as a secondary objective, by investing in Indonesian securities.",http://www.aberdeenif.com,381070000.00,14322,0.880481,7.19
JHA,Nuveen High Income December 2018 Target Term Fund,Financial Services,Asset Management,New York Stock Exchange,Cedric H. Antosiewicz,"Nuveen High Income Dec 2018 Target Term is a diversified, closed-end management investment company. Its investment objective is to provide a high level of current income & return the original net asset value per common share on or about December 1, 2018.",https://www.nuveen.com,4389060000.00,58987,0.008832,9.93
